design name,composition: ALA,composition: CYS,composition: ASP,composition: GLU,composition: PHE,composition: GLY,composition: HIS,composition: ILE,composition: LYS,composition: LEU,composition: MET,composition: ASN,composition: PRO,composition: GLN,composition: ARG,composition: SER,composition: THR,composition: VAL,composition: TRP,composition: UNK,composition: TYR,hydrophobic fitness,isoelectric point (pH),mass (da),number of residues,packing density,budeff: total,budeff: steric,budeff: desolvation,budeff: charge,evoef2: total,evoef2: ref total,evoef2: intraR total,evoef2: interS total,evoef2 - interD total,dfire2 - total,rosetta - total,rosetta - fa_atr,rosetta - fa_rep,rosetta - fa_intra_rep,rosetta - fa_elec,rosetta - fa_sol,rosetta - lk_ball_wtd,rosetta - fa_intra_sol_xover4,rosetta - hbond_lr_bb,rosetta - hbond_sr_bb,rosetta - hbond_bb_sc,rosetta - hbond_sc,rosetta - dslf_fa13,rosetta - rama_prepro,rosetta - p_aa_pp,rosetta - fa_dun,rosetta - omega,rosetta - pro_close,rosetta - yhh_planarity,aggrescan3d: total_value,aggrescan3d: avg_value,aggrescan3d: min_value,aggrescan3d: max_value,decoy or native,pdb id
3CHBD_decoy18_108,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-5.16972849628713,8.40000000000001,11626.19198,103,52.7911547911548,-1183.56861940673,100.579302313953,-837.240479727536,-446.907441993149,-136.23,-32.76,266.19,-369.66,0,-131.1,2255.09921056553,-528.962047674496,767.593562276924,2.25216282009593,-94.4490190558799,373.364265218893,-4.4541368931724,22.5803886245913,-36.1971278316838,-19.926006247851,-0.480590800528368,-0.272089840136481,0.0,126.738286477485,10.1012996839002,344.657620688795,333.16959585007,926.559877268526,0,-51.471,-0.4997,-3.6178,2.6877,decoy,3CHBD
3CHBD_decoy2_33,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-23.0500270730198,8.40000000000001,11626.19198,103,54.0638820638821,-1326.87329485755,89.2169267547161,-879.730369687522,-536.359851924741,-224.91,-32.76,241.45,-433.61,0,-155.0,1964.11513538911,-542.4080514866,674.550052611108,2.0816497297222,-118.297050387768,354.362977679128,-9.36691172691074,20.6165023786677,-35.8727403040639,-31.4954419045246,-2.01694866887137,-3.94153776412648,37.7595757539173,49.4680323252452,8.13119192793292,334.122903567127,252.82385821697,940.773903442158,0,-97.8941,-0.9504,-3.2474,1.9939,decoy,3CHBD
3CHBD_decoy4_12,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-7.28913985148515,8.40000000000001,11626.19198,103,54.2457002457003,-1232.72596716296,116.549062038591,-880.206359552144,-469.06866964941,-107.9,-32.76,270.48,-345.63,0,-140.8,1933.96697390619,-561.712930011558,719.465983268969,2.4092002729862,-118.630789501974,397.369649467071,0.691311687544927,21.726370531423,-38.6231423897288,-20.9128403023862,-1.61792822079515,-2.44588609892635,0.0,93.0367511758182,10.7070869192657,349.393433637033,297.653772908404,752.633760563041,0,-61.166,-0.5938,-3.3205,1.9022,decoy,3CHBD
3CHBD_decoy4_64,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-7.56228728341584,8.40000000000001,11626.19198,103,53.1081081081081,-1225.99474720718,124.727940643734,-871.889404463588,-478.833283387318,-113.59,-32.76,262.76,-343.59,0,-141.9,1426.95064988526,-536.541063483939,937.987461071129,3.23722474707635,-93.0020794821165,368.235752154896,-2.39644766598929,24.0551653831595,-35.6701120290286,-22.40033325048,-1.03378190040415,-1.34928455950767,0.0,88.3283183111102,7.31520330478493,201.694057811543,218.756600731808,236.910798741216,0,-59.4012,-0.5767,-3.124,1.7969,decoy,3CHBD
3CHBD_decoy3_108,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-8.55136138613861,8.40000000000001,11626.19198,103,49.6904176904177,-1247.57689721336,56.9013680007949,-768.055282079081,-536.422983135078,-190.31,-32.76,232.88,-390.42,0,-133.7,1391.09817748811,-488.31629450485,457.759946912122,1.78891502521381,-108.177559944404,357.595719952252,-10.5027548197334,21.7947852303006,-30.3701862982864,-30.8882849427207,-1.76185822400363,-0.423118142287193,0.0,49.0835696538274,0.807398006093318,258.410940638202,308.908318861096,572.565470085288,0,-61.0806,-0.593,-2.6419,2.1712,decoy,3CHBD
3CHBD_decoy44_135,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-4.56683168316832,8.40000000000001,11626.19198,103,52.4250614250614,-1191.72753686708,92.0516431022736,-824.008490351513,-459.770689617846,-160.29,-32.76,251.15,-378.67,0,-128.1,1744.46236429945,-532.823141449291,640.123261863363,2.76077804852421,-96.1663457381999,380.826007270492,-9.68005214934707,23.0286642259453,-25.3581941694368,-29.6531964512898,-3.37778822363697,-2.64352041126498,0.0,74.2281123909945,3.84507807438931,244.657770371009,336.0109896322,705.860771014993,0,-47.3625,-0.4598,-3.6555,2.1319,decoy,3CHBD
3CHBD_decoy13_138,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-3.44074876237624,8.40000000000001,11626.19198,103,52.980343980344,-1237.61327785137,92.8028077142492,-831.753041658003,-498.663043907608,-155.07,-32.76,252.87,-375.2,0,-129.4,1083.79585901704,-531.104106588454,620.777018283277,2.92613327070899,-98.822081627462,397.283363451576,-6.22607927131611,22.8849860738891,-33.6695194152274,-26.6271766137191,-0.484009481206659,-3.13643142417668,0.0,87.1712841405503,9.22186717705787,182.806264452717,373.642234198072,54.3289423907509,0,-19.6279,-0.1906,-3.0196,2.3129,decoy,3CHBD
3CHBD_decoy1_109,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-20.1091622834158,8.40000000000001,11626.19198,103,54.6830466830467,-1299.58252708558,126.808942393684,-897.952118566685,-528.439350912578,-259.74,-32.76,245.42,-472.38,0,-153.9,753.418545651299,-564.739470240436,412.671744220663,2.68005286033195,-110.048007386946,376.178053516483,-5.52816727664939,26.2046410551825,-31.4841574625057,-26.8322296025607,-0.335494974155642,-3.66765584059726,0.804622162480194,54.8126090773052,-0.647777400454542,182.782766458585,289.835279631004,117.90856685357,0,-73.7509,-0.716,-2.9203,2.2654,decoy,3CHBD
3CHBD_native,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-22.3233485457921,8.40000000000001,11626.19198,103,52.5251533742331,-1352.62621078473,62.8780951993792,-873.133070619471,-542.371235364636,-437.96,-32.76,223.45,-628.65,0,-150.7,-91.5009654917635,-541.024094170701,49.4027648610993,1.14245319183579,-137.259162525106,345.534453831337,-13.9970349414168,22.569844729842,-35.9745493115833,-26.2725518475706,-9.89088040241294,-5.56505867420993,-1.23361537639925,-6.60740731524577,-12.1413539213693,222.544399599911,22.9979155582376,1.44974122198926,0,-98.9324,-0.9605,-3.829,1.5392,native,3CHBD
3CHBD_decoy3_102,0.106796116504854,0.019417475728155,0.038834951456311,0.067961165048544,0.029126213592233,0.029126213592233,0.029126213592233,0.097087378640777,0.087378640776699,0.058252427184466,0.029126213592233,0.067961165048544,0.029126213592233,0.048543689320388,0.038834951456311,0.048543689320388,0.097087378640777,0.038834951456311,0.009708737864078,0,0.029126213592233,-9.42955213490099,8.40000000000001,11626.19198,103,50.029484029484,-1200.48122627606,81.9113858023759,-780.523403385594,-501.869208692842,-235.74,-32.76,226.49,-429.47,0,-136.7,810.601471457674,-508.733176044696,464.208951170272,1.74730210334297,-111.271609703943,367.678350428143,-8.22090327243272,19.0885724478541,-29.786238964174,-32.4678715053785,-0.802675488425371,-4.07431580854616,0.0,59.3824146316646,-0.973770887975193,157.718655219239,265.485614257211,138.799002875519,0,-56.127,-0.5449,-2.9668,1.8406,decoy,3CHBD
