hydrophobic fitness,packing density,budeff: total,budeff: steric,budeff: desolvation,budeff: charge,evoef2: total,evoef2: intraR total,evoef2: interS total,dfire2 - total,rosetta - total,rosetta - fa_atr,rosetta - fa_rep,rosetta - fa_intra_rep,rosetta - fa_elec,rosetta - fa_sol,rosetta - lk_ball_wtd,rosetta - fa_intra_sol_xover4,rosetta - hbond_lr_bb,rosetta - hbond_sr_bb,rosetta - hbond_bb_sc,rosetta - hbond_sc,rosetta - rama_prepro,rosetta - p_aa_pp,rosetta - fa_dun,rosetta - omega,rosetta - pro_close,aggrescan3d: avg_value,aggrescan3d: min_value,aggrescan3d: max_value
0.7549261678360626,0.8103217899713964,0.21074910974068395,0.6472479180157148,0.14686206259850287,0.4657537478236269,0.6626733960555778,0.5067379128756073,0.6791113771175198,0.43912230801104335,0.9390514824396557,0.09425497778912151,0.37970848779183125,0.2799991994474239,0.512198428014687,0.7526632538404571,0.48040369196632865,0.5636213389169729,0.7510391781738648,0.45980771620947114,0.8965784155158183,0.8842184294850218,0.7607289664333391,0.7495191911889323,0.8171389902448541,0.43836369699380784,1.0000000000000002,0.5887532076807362,0.5106198212541158,0.4906455542021924
0.5798582428010319,0.6230490954279024,0.48131562279460405,0.5518041572198206,0.14649577943829772,0.7739299307296605,0.7218983973968001,0.5650511908766866,0.7342914500878951,0.30818725876637076,0.5155012544118172,0.3124453870678967,0.4119482079792826,0.3578236966744256,0.5278238519850578,0.44902640990088016,0.5591992232932878,0.6517499721451916,0.5377684197874855,0.6439615970738461,0.9383504374675739,0.6307596523087282,0.3607159706989392,0.6718650793745956,0.2947152665780328,0.45289546649900314,0.29751064246666553,0.4498274488983276,0.4238520823533669,0.5185870889159561
0.5455412506973061,0.7397229567109522,0.41546872991046113,0.5255746171391441,0.1630120489437803,0.7020279293672632,0.7511185062740726,0.653241024890665,0.7461367930913699,0.29195564109141126,0.7808233869948703,0.22073322261836825,0.34251993843699935,0.1599745960917784,0.5947518112901695,0.5444979208279505,0.7135740512581517,0.634152614181333,0.6894618122404186,0.5337835505053521,0.9070096710540116,0.6114600687664226,0.7452383808118902,0.8627534510386027,0.6592719495235582,0.5230845324220608,0.744785169889602,0.39129280594637644,0.3657777616962765,0.37488428745432395
0.727649292209464,0.7297648054931636,0.21474584476991332,0.391621011715779,0.1332177050547263,0.5432252529353641,0.6795070039897989,0.5818492544983966,0.6797005433925618,0.3135977979913571,0.6965380712598201,0.18190675683073865,0.4026242407976099,0.518852219641667,0.44629579642265726,0.573018958108615,0.6261069942674785,0.6465431729050335,0.6445963209726715,0.5496968566100211,0.9592494089470757,0.7556933233876976,0.5461566553924434,0.7289814579699716,0.6978165425655524,0.4847159416565451,0.5440665178316316,0.45557915228740825,0.1524767521800483,0.546747868453106
0.5789890960923534,0.7312510967196988,0.351279231218081,0.5243078619641877,0.11838331135552371,0.6610146486539293,0.5662104135265333,0.4915596625317047,0.568751231176769,0.2443428959115308,0.6717516916816689,0.16813195963554017,0.3108085716648799,0.25311532240760093,0.6148888186455194,0.44538296544452083,0.5286083842330336,0.49884340605419686,0.6583126277875209,0.6273410939631437,0.8397677421402263,0.8158929686058384,0.34421743111693454,0.5685530746976585,0.6800099034973399,0.4533570021097173,0.6464212443326885,0.325059729227502,0.44657524333321263,0.30397076735688183
0.5444947481640766,0.8745295709577374,0.2433155238966509,0.5586105735695405,0.011367165026742398,0.6012866497496488,0.6602274872104346,0.4867602157826447,0.6814525378420286,0.2140438762516066,0.7667834617492469,0.09755552624213815,0.3432850725860166,0.25940884465752123,0.6799213846216038,0.6286865472943378,0.40849733084077755,0.8056590331905917,0.6237804479950765,0.6055753340488117,0.7640497869989109,0.9553354797538314,0.5141230930841582,0.5788829673896672,0.9136190515419412,0.5658633928580448,0.6675814668464586,0.45991505176533054,0.26091833411730647,0.49549330085261867
0.7555035356075771,0.6353853126081472,0.6969683395765183,0.6178939155204098,0.24315600770662993,0.9268712785319246,0.7667880185547229,0.6243243582275779,0.7721841441984874,0.4824066218109351,0.9236995475779239,0.26261965984397406,0.39095522209376493,0.1767499690968585,0.8542680776291742,0.5624458829849824,0.5958935557767631,0.6844388326297124,0.7524827876422698,0.610645949249904,0.8491081227220181,0.9286630553848659,0.6964531648073319,0.7054384443989812,1.0,0.8370510698297902,0.7680217124756897,0.4399610653924432,0.41006621558056233,0.709062119366626
0.8196833656829634,0.6218600624466739,0.4793306958426,0.44015138337609117,0.2702802396135233,0.7284589155834579,0.7274834405886512,0.5152569308551884,0.7537804502912562,0.5386762297507939,0.9267214159298576,0.30233945910869364,0.34814525946758945,0.3395053517238694,0.7418702612703806,0.6056143754921569,0.49946776124380293,0.6476998933934819,0.8619396329690909,0.4977655619508131,0.9887085747592737,0.787881303774742,0.6695123047940598,0.7103784533299321,0.8675805351598752,0.5409796519730725,0.9472798136059019,0.6557384302274135,0.5629048015341751,0.6609013398294762
0.5397150508976825,0.7324401297009273,0.3537764932417169,0.4089718294786654,0.14855700290723428,0.6755835672679704,0.5270758720042416,0.40552957955480395,0.5445644051487313,0.19023750366166636,0.41349100836469416,0.2348558441628703,0.32156422304583154,0.14702457966190122,0.579326987748682,0.5315050165701091,0.5459411414734014,0.4283757323044781,0.6844376934735541,0.5535113971055022,0.8886282314362074,0.7478371671497008,0.3706119013487805,0.46002314936452904,0.31010716141204064,0.4195816660728423,0.20760849608581092,0.4399610653924432,0.3761262076202192,0.6631912302070645
0.6303126453607018,0.6278052273528165,0.31455583828471356,0.2631534670228959,0.18678037629525512,0.6495459327868278,0.5779560078737986,0.31925952424044945,0.627202727411193,0.3190083372163435,0.7515093470093756,0.27318399431436724,0.41909793962744446,0.19246429511550675,0.6236975974298902,0.4336813201251709,0.43651581866349626,0.4252051956848093,0.7065205851666928,0.5341984962043362,0.9079196440292658,0.8718578097080237,0.1796766306499759,0.513853068743801,0.6788956040746907,0.39936849909003475,0.7039393603165608,0.4073975754358022,0.30488113760538393,0.2633130328867235
